,,,,,,,,,,,,,,,,,
Liquidity Operations by RBI,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
(Rupees Crores),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Liquidity Adjustment Facility,,,,,,,,OMO (Outright),,,,,,,,
Date ,Repo,Reverse Repo,Variable Rate Repo,Variable Rate Reverse Repo,MSF,SDF,Standing Liquidity Facilities,Market Stabilisation Scheme,Sale,Purchase,Long Term Repo Operations,Targeted Long Term Repo Operations,Special Liquidity Facility for Mutual Funds,Special Liquidity Scheme for NBFCs/ HFCs,Special Long - Term Repo Operations for Small Finance Banks,Special Reverse Repo,Net Injection (+)/ Absorption (-) (1+3+5+7+10-2-4-6-9)
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
"Jun 06, 2025",-,-,"3,550",-,"1,977","3,26,946",0,-,-,-,-,-,-,-,-,-,"-3,21,419"
"Jun 05, 2025",-,-,"4,138",-,580,"3,16,403",0,-,-,-,-,-,-,-,-,-,"-3,11,685"
"Jun 04, 2025",-,-,"4,271",-,622,"2,99,291",49,-,-,-,-,-,-,-,-,-,"-2,94,349"
"Jun 03, 2025",-,-,"5,019",-,447,"3,14,265",-322,-,-,-,-,-,-,-,-,-,"-3,09,121"
"Jun 02, 2025",-,-,"5,150",-,"1,109","2,92,229",0,-,-,-,-,-,-,-,-,-,"-2,85,970"
"Jun 01, 2025",-,-,-,-,922,"2,31,621",0,-,-,-,-,-,-,-,-,-,"-2,30,699"
"May 31, 2025",-,-,-,-,"1,005","2,46,776",0,-,-,-,-,-,-,-,-,-,"-2,45,771"
"May 30, 2025",-,-,"8,721",-,"1,540","2,29,098",0,-,-,-,-,-,-,-,-,-,"-2,18,837"
"May 29, 2025",-,-,"3,335",-,"1,062","2,18,709",972,-,-,-,-,-,-,-,-,-,"-2,13,340"
"May 28, 2025",-,-,"3,843",-,606,"2,29,136","-1,113",-,-,-,-,-,-,-,-,-,"-2,25,800"
"May 27, 2025",-,-,"3,542",-,902,"2,27,421",0,-,-,-,-,-,-,-,-,-,"-2,22,977"
"May 26, 2025",-,-,"4,073",-,"2,476","2,10,831",0,-,-,-,-,-,-,-,-,-,"-2,04,282"
"May 25, 2025",-,-,-,-,879,"1,49,634",0,-,-,-,-,-,-,-,-,-,"-1,48,755"
"May 24, 2025",-,-,-,-,601,"1,81,823",0,-,-,-,-,-,-,-,-,-,"-1,81,222"
"May 23, 2025",-,-,"4,371",-,676,"2,09,752",0,-,-,-,-,-,-,-,-,-,"-2,04,705"
"May 22, 2025",-,-,"4,341",-,616,"1,38,547",0,-,-,-,-,-,-,-,-,-,"-1,33,590"
"May 21, 2025",-,-,"4,348",-,591,"1,71,096",0,-,-,-,-,-,-,-,-,-,"-1,66,157"
"May 20, 2025",-,-,"4,617",-,435,"2,24,630",0,-,-,"19,203",-,-,-,-,-,-,"-2,00,375"
"May 19, 2025",-,-,"5,170",-,456,"2,34,140",0,-,-,-,-,-,-,-,-,-,"-2,28,514"
