,adj_close,return,india_vix,1Y,3Y,5Y,10Y,net_laf,net_laf_ma30,net_laf_sd30,liquidity_z_30d,rv_30d,rv_30d_ann,vix_30d,vix_pct,vix_ann_est,rv_30d_ann_filled,vix_minus_rv,yield_slope_10y_1y,yield_curvature,yield_5y_3y,vol_liq_interaction,high_vol_flag,liquidity_stress_flag,rv_90d,rv_90d_ann,vol_cluster_ratio,pred_2,pred_3,pred_4,regime_ensemble,regime_hmm_2,regime_hmm_3,regime_hmm_4
2017-11-01,10440.500000,0.010179,12.140000,,,,,-41450.000000,-33497.633300,28917.722900,-0.275000,0.006675,0.105955,12.006429,12.140000,0.121400,0.105955,0.015445,,,,-0.029138,0,0,0.005982,0.094959,1.115795,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-11-02,10423.799805,-0.001600,12.010000,,,,,-43638.000000,-33836.700000,28976.913100,-0.338200,0.006670,0.105881,12.020000,12.010000,0.120100,0.105881,0.014219,,,,-0.035809,0,0,0.005989,0.095073,1.113683,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-11-03,10452.500000,0.002753,11.910000,,,,,-30404.000000,-34132.166700,28892.272500,0.129000,0.005823,0.092432,11.987857,11.910000,0.119100,0.092432,0.026668,,,,0.011924,0,0,0.005991,0.095109,0.971852,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-11-06,10451.799805,-0.000067,13.020000,,,,,-29372.000000,-34155.166700,28888.058600,0.165600,0.005430,0.086191,11.976429,13.020000,0.130200,0.086191,0.044009,,,,0.014273,0,0,0.005915,0.093903,0.917875,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-11-07,10350.150391,-0.009726,13.240000,,,,,-5897.000000,-32859.100000,29264.750100,0.921300,0.005859,0.093001,11.987500,13.240000,0.132400,0.093001,0.039399,,,,0.085682,0,0,0.006026,0.095661,0.972197,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-11-08,10303.150391,-0.004541,13.610000,,,,,-3072.000000,-31328.500000,29590.961900,0.954900,0.005177,0.082186,11.978571,13.610000,0.136100,0.082186,0.053914,,,,0.078479,0,0,0.006051,0.096063,0.855536,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-11-09,10308.950195,0.000563,13.270000,,,,,-22794.000000,-29772.833300,28731.242200,0.242900,0.005177,0.082186,11.982143,13.270000,0.132700,0.082186,0.050514,,,,0.019963,0,0,0.006042,0.095920,0.856820,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-11-10,10321.750000,0.001242,13.480000,,,,,-42894.000000,-28220.166700,26571.086600,-0.552200,0.005179,0.082212,12.017500,13.480000,0.134800,0.082212,0.052588,,,,-0.045397,0,0,0.006040,0.095880,0.857446,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-11-13,10224.950195,-0.009378,14.050000,,,,,-19960.000000,-25903.033300,23946.622900,0.248200,0.005501,0.087318,12.087586,14.050000,0.140500,0.087318,0.053182,,,,0.021672,0,0,0.006036,0.095823,0.911247,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-11-14,10186.599609,-0.003751,14.170000,,,,,1675.000000,-23522.466700,22968.090000,1.097100,0.005471,0.086845,12.146552,14.170000,0.141700,0.086845,0.054855,,,,0.095278,0,1,0.006053,0.096088,0.903812,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-11-15,10118.049805,-0.006729,14.270000,,,,,-30462.000000,-22685.000000,22203.997800,-0.350300,0.005589,0.088722,12.231724,14.270000,0.142700,0.088722,0.053978,,,,-0.031079,0,0,0.006096,0.096768,0.916859,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-11-16,10214.750000,0.009557,13.460000,,,,,-4830.000000,-20554.500000,20643.621900,0.761700,0.005783,0.091803,12.292069,13.460000,0.134600,0.091803,0.042797,,,,0.069926,0,0,0.006125,0.097235,0.944128,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-11-17,10283.599609,0.006740,13.710000,,,,,-7363.000000,-19992.433300,20769.407300,0.608100,0.005677,0.090127,12.381379,13.710000,0.137100,0.090127,0.046973,,,,0.054806,0,0,0.006162,0.097825,0.921307,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-11-20,10298.750000,0.001473,13.430000,,,,,-1599.000000,-20591.366700,19926.661300,0.953100,0.005678,0.090134,12.451724,13.430000,0.134300,0.090134,0.044166,,,,0.085907,0,0,0.006157,0.097744,0.922149,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-11-21,10326.900391,0.002733,13.720000,,,,,22300.000000,-18978.933300,21372.481400,1.931400,0.005677,0.090119,12.541724,13.720000,0.137200,0.090119,0.047081,,,,0.174056,0,1,0.006075,0.096445,0.934405,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-11-22,10342.299805,0.001491,14.040000,,,,,-17052.000000,-18273.133300,21062.325200,0.058000,0.005617,0.089172,12.621379,14.040000,0.140400,0.089172,0.051228,,,,0.005172,0,0,0.006031,0.095743,0.931366,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-11-23,10348.750000,0.000624,13.870000,,,,,-14468.000000,-16969.600000,19984.801600,0.125200,0.005282,0.083843,12.718966,13.870000,0.138700,0.083843,0.054857,,,,0.010497,0,0,0.006021,0.095584,0.877165,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-11-24,10389.700195,0.003957,13.510000,,,,,-19332.000000,-16164.066700,19355.775200,-0.163700,0.005183,0.082280,12.796552,13.510000,0.135100,0.082280,0.052820,,,,-0.013469,0,0,0.006019,0.095552,0.861095,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-11-27,10399.549805,0.000948,13.030000,,,,,-16892.000000,-17269.200000,18361.481000,0.020500,0.005075,0.080571,12.855862,13.030000,0.130300,0.080571,0.049729,,,,0.001652,0,0,0.005998,0.095223,0.846127,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-11-28,10370.250000,-0.002817,13.150000,,,,,-9487.000000,-18173.466700,17215.154800,0.504600,0.005114,0.081189,12.908966,13.150000,0.131500,0.081189,0.050311,,,,0.040968,0,0,0.006009,0.095386,0.851163,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-11-29,10361.299805,-0.000863,13.060000,,,,,-27773.000000,-17489.966700,16364.741400,-0.628400,0.005093,0.080857,12.961379,13.060000,0.130600,0.080857,0.049743,,,,-0.050810,0,0,0.005984,0.094994,0.851173,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-11-30,10226.549805,-0.013005,13.550000,,,,,-47915.000000,-19152.266700,16847.240300,-1.707300,0.005546,0.088043,13.001035,13.550000,0.135500,0.088043,0.047457,,,,-0.150316,0,1,0.006156,0.097728,0.900893,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-12-01,10121.799805,-0.010243,14.800000,,,,,-11744.000000,-19244.066700,16797.386500,0.446500,0.005779,0.091736,13.061000,14.800000,0.148000,0.091736,0.056264,,,,0.040960,0,0,0.006259,0.099359,0.923274,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-12-04,10127.750000,0.000588,14.860000,,,,,-74671.000000,-21281.433300,19562.111700,-2.729200,0.005735,0.091039,13.145333,14.860000,0.148600,0.091039,0.057561,,,,-0.248463,0,1,0.006224,0.098798,0.921461,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-12-05,10118.250000,-0.000938,15.010000,,,,,-39490.000000,-22369.600000,19639.183500,-0.871700,0.005718,0.090772,13.259333,15.010000,0.150100,0.090772,0.059328,,,,-0.079126,0,0,0.006212,0.098610,0.920514,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-12-06,10044.099609,-0.007328,15.090000,,,,,-33292.000000,-22814.766700,19733.277000,-0.530900,0.005604,0.088969,13.370333,15.090000,0.150900,0.088969,0.061931,,,,-0.047233,0,0,0.006252,0.099254,0.896376,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-12-07,10166.700195,0.012206,14.270000,,,,,-48790.000000,-23103.766700,20056.300400,-1.280700,0.006011,0.095429,13.458667,14.270000,0.142700,0.095429,0.047271,,,,-0.122216,0,1,0.006346,0.100743,0.947256,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-12-08,10265.650391,0.009733,13.670000,,,,,-5014.000000,-21557.800000,19582.415600,0.844800,0.006290,0.099844,13.531667,13.670000,0.136700,0.099844,0.036856,,,,0.084348,0,0,0.006406,0.101694,0.981803,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-12-11,10322.250000,0.005513,14.150000,,,,,-10238.000000,-21648.266700,19521.521100,0.584500,0.006332,0.100511,13.599667,14.150000,0.141500,0.100511,0.040989,,,,0.058748,0,0,0.006430,0.102072,0.984705,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-12-12,10240.150391,-0.007954,15.260000,,,,,-16224.000000,-21738.066700,19489.058200,0.282900,0.006476,0.102805,13.693667,15.260000,0.152600,0.102805,0.049795,,,,0.029084,0,0,0.006432,0.102099,1.006915,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-12-13,10192.950195,-0.004609,15.950000,,,,,-33012.000000,-21456.800000,19254.239300,-0.600100,0.006209,0.098569,13.820667,15.950000,0.159500,0.098569,0.060931,,,,-0.059151,0,0,0.006404,0.101658,0.969614,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-12-14,10252.099609,0.005803,16.410000,,,,,-35049.000000,-21170.500000,18974.874000,-0.731400,0.006322,0.100353,13.967333,16.410000,0.164100,0.100353,0.063747,,,,-0.073398,0,0,0.006351,0.100814,0.995429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-12-15,10333.250000,0.007915,14.940000,,,,,44302.000000,-18680.300000,22327.258200,2.820900,0.006482,0.102906,14.068333,14.940000,0.149400,0.102906,0.046494,,,,0.290286,0,1,0.006271,0.099547,1.033739,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-12-18,10388.750000,0.005371,13.120000,,,,,78061.000000,-15099.200000,28355.213400,3.285500,0.006566,0.104239,14.071667,13.120000,0.131200,0.104239,0.026961,,,,0.342479,0,1,0.006233,0.098947,1.053488,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-12-19,10463.200195,0.007166,12.190000,,,,,62234.000000,-12828.166700,31654.133700,2.371300,0.006443,0.102277,14.036667,12.190000,0.121900,0.102277,0.019623,,,,0.242530,0,1,0.006235,0.098983,1.033284,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-12-20,10444.200195,-0.001816,12.190000,,,,,22114.000000,-11988.633300,32250.190600,1.057400,0.006390,0.101439,13.989333,12.190000,0.121900,0.101439,0.020461,,,,0.107262,0,1,0.006151,0.097640,1.038912,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-12-21,10440.299805,-0.000373,12.090000,,,,,-20987.000000,-11928.400000,32230.995300,-0.281100,0.006392,0.101468,13.950000,12.090000,0.120900,0.101468,0.019432,,,,-0.028523,0,0,0.006152,0.097655,1.039050,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-12-22,10493.000000,0.005048,11.590000,,,,,-22176.000000,-11237.800000,31763.192700,-0.344400,0.006446,0.102325,13.887000,11.590000,0.115900,0.102325,0.013575,,,,-0.035241,0,0,0.006117,0.097109,1.053711,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-12-26,10531.500000,0.003669,12.050000,,,,,35249.000000,-10192.533300,32833.532100,1.384000,0.006229,0.098888,13.808276,12.050000,0.120500,0.098888,0.021612,,,,0.136861,0,1,0.006078,0.096488,1.024873,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-12-27,10490.750000,-0.003869,12.490000,,,,,21290.000000,-8467.466700,33090.371000,0.899300,0.006122,0.097177,13.746897,12.490000,0.124900,0.097177,0.027723,,,,0.087391,0,0,0.006036,0.095820,1.014156,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-12-28,10477.900391,-0.001225,12.300000,,,,,-14186.000000,-8779.333300,33098.994500,-0.163300,0.005924,0.094045,13.706897,12.300000,0.123000,0.094045,0.028955,,,,-0.015358,0,0,0.006040,0.095879,0.980873,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2017-12-29,10530.700195,0.005039,12.670000,,,,,-30063.000000,-9536.000000,33324.202500,-0.616000,0.005873,0.093223,13.671034,12.670000,0.126700,0.093223,0.033477,,,,-0.057426,0,0,0.006022,0.095602,0.975123,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-01-02,10442.200195,-0.008404,13.690000,,,,,-58870.000000,-15559.200000,37537.138000,-1.153800,0.006212,0.098619,13.667241,13.690000,0.136900,0.098619,0.038281,,,,-0.113786,0,1,0.005963,0.094653,1.041900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-01-03,10443.200195,0.000096,13.620000,,,,,-43222.000000,-16431.533300,37875.585000,-0.707300,0.006209,0.098566,13.652759,13.620000,0.136200,0.098566,0.037634,,,,-0.069715,0,0,0.005894,0.093571,1.053377,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-01-04,10504.799805,0.005899,13.420000,,,,,-53194.000000,-17722.400000,38461.746200,-0.922300,0.006297,0.099955,13.637241,13.420000,0.134200,0.099955,0.034245,,,,-0.092189,0,0,0.005914,0.093886,1.064640,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-01-05,10558.849609,0.005145,13.110000,,,,,-56535.000000,-18962.500000,39109.732200,-0.960700,0.006324,0.100395,13.623448,13.110000,0.131100,0.100395,0.030705,,,,-0.096450,0,0,0.005909,0.093804,1.070269,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-01-08,10623.599609,0.006132,13.740000,,,,,-28578.000000,-19352.033300,39146.577800,-0.235700,0.006410,0.101760,13.647931,13.740000,0.137400,0.101760,0.035640,,,,-0.023985,0,0,0.005890,0.093504,1.088302,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-01-09,10637.000000,0.001261,13.850000,,,,,-21726.000000,-19760.000000,39103.975400,-0.050300,0.006372,0.101148,13.672069,13.850000,0.138500,0.101148,0.037352,,,,-0.005088,0,0,0.005880,0.093348,1.083553,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-01-10,10632.200195,-0.000451,14.040000,,,,,-12429.000000,-19248.533300,39095.900300,0.174400,0.006368,0.101087,13.705862,14.040000,0.140400,0.101087,0.039313,,,,0.017630,0,0,0.005862,0.093062,1.086237,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-01-11,10651.200195,0.001787,14.010000,,,,,-11940.000000,-18049.366700,38736.377600,0.157700,0.005752,0.091307,13.721724,14.010000,0.140100,0.091307,0.048793,,,,0.014399,0,0,0.005863,0.093072,0.981036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-01-12,10681.250000,0.002821,13.730000,,,,,-5489.000000,-17840.866700,38788.285900,0.318400,0.005277,0.083765,13.684828,13.730000,0.137300,0.083765,0.053535,,,,0.026671,0,0,0.005867,0.093132,0.899424,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-01-15,10741.549805,0.005645,14.310000,,,,,-7140.000000,-15589.833300,37307.775200,0.226500,0.005315,0.084377,13.665862,14.310000,0.143100,0.084377,0.058723,,,,0.019111,0,0,0.005850,0.092861,0.908632,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-01-16,10700.450195,-0.003826,14.090000,,,,,7411.000000,-14026.466700,37254.358500,0.575400,0.005404,0.085786,13.634138,14.090000,0.140900,0.085786,0.055114,,,,0.049361,0,0,0.005808,0.092193,0.930501,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-01-17,10788.549805,0.008233,13.860000,,,,,-39128.000000,-14221.000000,37373.474100,-0.666400,0.005204,0.082613,13.591724,13.860000,0.138600,0.082613,0.055987,,,,-0.055053,0,0,0.005860,0.093018,0.888141,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-01-18,10817.000000,0.002637,13.960000,,,,,-31576.000000,-13647.200000,36954.223000,-0.485200,0.004850,0.076992,13.581034,13.960000,0.139600,0.076992,0.062608,,,,-0.037356,0,0,0.005863,0.093070,0.827243,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-01-19,10894.700195,0.007183,13.980000,,,,,-21119.000000,-14184.033300,36941.460300,-0.187700,0.004726,0.075027,13.591724,13.980000,0.139800,0.075027,0.064773,,,,-0.014083,0,0,0.005902,0.093687,0.800828,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-01-22,10966.200195,0.006563,15.390000,,,,,-3522.000000,-13960.166700,36986.520100,0.282200,0.004758,0.075532,13.634483,15.390000,0.153900,0.075532,0.078368,,,,0.021315,0,0,0.005900,0.093660,0.806453,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-01-23,11083.700195,0.010715,16.230000,,,,,13578.000000,-12966.766700,37322.313700,0.711200,0.004591,0.072885,13.667931,16.230000,0.162300,0.072885,0.089415,,,,0.051836,0,0,0.005991,0.095112,0.766310,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-01-24,11086.000000,0.000207,18.040001,,,,,-17416.000000,-12446.900000,37141.655400,-0.133800,0.004388,0.069650,13.740000,18.040001,0.180400,0.069650,0.110750,,,,-0.009319,0,0,0.005989,0.095079,0.732552,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-01-25,11069.650391,-0.001475,17.510000,,,,,-14022.000000,-11746.000000,36898.024700,-0.061700,0.004432,0.070348,13.777931,17.510000,0.175100,0.070348,0.104752,,,,-0.004340,0,0,0.005987,0.095042,0.740174,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-01-29,11130.400391,0.005488,17.889999,,,,,-20416.000000,-16972.700000,30814.564500,-0.111700,0.004400,0.069842,13.906786,17.889999,0.178900,0.069842,0.109058,,,,-0.007801,0,0,0.005641,0.089553,0.779893,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-01-30,11049.650391,-0.007255,16.420000,,,,,-17203.000000,-19620.600000,26943.487900,0.089700,0.004686,0.074384,14.057857,16.420000,0.164200,0.074384,0.089816,,,,0.006672,0,0,0.005717,0.090758,0.819593,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-01-31,11027.700195,-0.001987,15.930000,,,,,-51738.000000,-22082.333300,26366.476500,-1.124700,0.004691,0.074472,14.191429,15.930000,0.159300,0.074472,0.084828,,,,-0.083758,0,1,0.005485,0.087073,0.855277,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-02-01,11016.900391,-0.000979,14.110000,,,,,-42108.000000,-22786.366700,26617.014900,-0.725900,0.004705,0.074684,14.263571,14.110000,0.141100,0.074684,0.066416,,,,-0.054213,0,0,0.005487,0.087109,0.857353,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-02-02,10760.599609,-0.023264,15.250000,,,,,-59047.000000,-24015.400000,27426.795600,-1.277300,0.006722,0.106716,14.394286,15.250000,0.152500,0.106716,0.045784,,,,-0.136308,0,1,0.006106,0.096922,1.101046,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2018-02-05,10666.549805,-0.008740,16.049999,,,,,-32979.000000,-24375.500000,27472.693000,-0.313200,0.006847,0.108685,14.451379,16.049999,0.160500,0.108685,0.051815,,,,-0.034040,0,0,0.006162,0.097822,1.111056,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000
2018-02-06,10498.250000,-0.015778,20.020000,,,,,-6451.000000,-25765.500000,25322.717500,0.762700,0.007482,0.118766,14.726207,20.020000,0.200200,0.118766,0.081434,,,,0.090583,0,0,0.006385,0.101352,1.171812,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2018-02-07,10476.700195,-0.002053,19.469999,,,,,-3422.000000,-26589.233300,24112.249300,0.960800,0.007455,0.118350,14.966897,19.469999,0.194700,0.118350,0.076350,,,,0.113711,0,0,0.006369,0.101110,1.170505,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2018-02-08,10576.849609,0.009559,17.770000,,,,,-16221.000000,-26657.066700,24078.992500,0.433400,0.007666,0.121701,15.155517,17.770000,0.177700,0.121701,0.055999,,,,0.052745,0,0,0.006431,0.102081,1.192197,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2018-02-09,10454.950195,-0.011525,19.230000,,,,,-7710.000000,-25911.966700,24314.657300,0.748600,0.007927,0.125837,15.381724,19.230000,0.192300,0.125837,0.066463,,,,0.094202,0,0,0.006500,0.103185,1.219527,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2018-02-12,10539.750000,0.008111,17.879999,,,,,6656.000000,-22319.266700,20478.181400,1.414900,0.007937,0.125990,15.537931,17.879999,0.178800,0.125990,0.052810,,,,0.178264,0,1,0.006551,0.103990,1.211560,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2018-02-14,10500.900391,-0.003686,17.180000,,,,,23727.000000,-18338.400000,20583.661700,2.043600,0.007947,0.126161,15.731071,17.180000,0.171800,0.126161,0.045639,,,,0.257822,0,1,0.006589,0.104594,1.206192,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2018-02-15,10545.500000,0.004247,16.320000,,,,,1797.000000,-16505.366700,19806.519200,0.924100,0.007910,0.125564,15.834643,16.320000,0.163200,0.125564,0.037636,,,,0.116033,0,0,0.006499,0.103166,1.217108,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2018-02-16,10452.299805,-0.008838,16.379999,,,,,-38857.000000,-15916.100000,18812.555200,-1.219400,0.008025,0.127385,15.951428,16.379999,0.163800,0.127385,0.036415,,,,-0.155333,0,1,0.006538,0.103782,1.227425,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2018-02-19,10378.400391,-0.007070,16.670000,,,,,-3545.000000,-15081.666700,18786.722000,0.614100,0.008019,0.127291,16.056071,16.670000,0.166700,0.127291,0.039409,,,,0.078169,0,0,0.006554,0.104046,1.223410,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2018-02-20,10360.400391,-0.001734,16.870001,,,,,16779.000000,-13798.166700,19614.228300,1.558900,0.008010,0.127154,16.163929,16.870001,0.168700,0.127154,0.041546,,,,0.198221,0,1,0.006558,0.104098,1.221488,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2018-02-21,10397.450195,0.003576,15.920000,,,,,19625.000000,-12729.700000,20542.475300,1.575000,0.008055,0.127862,16.231071,15.920000,0.159200,0.127862,0.031338,,,,0.201382,0,1,0.006562,0.104172,1.227415,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2018-02-22,10382.700195,-0.001419,14.830000,,,,,4525.000000,-12180.866700,20782.842600,0.803800,0.008040,0.127626,16.260357,14.830000,0.148300,0.127626,0.020674,,,,0.102586,0,0,0.006526,0.103591,1.232018,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2018-02-23,10491.049805,0.010436,14.200000,,,,,-32920.000000,-13095.233300,21079.585200,-0.940500,0.008294,0.131667,16.277143,14.200000,0.142000,0.131667,0.010333,,,,-0.123833,0,0,0.006579,0.104434,1.260776,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2018-02-26,10582.599609,0.008726,13.700000,,,,,-19405.000000,-13504.066700,21079.040500,-0.279900,0.008400,0.133347,16.255357,13.700000,0.137000,0.133347,0.003653,,,,-0.037324,0,0,0.006630,0.105247,1.266985,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2018-02-27,10554.299805,-0.002674,13.920000,,,,,6042.000000,-13549.700000,21033.633800,0.931400,0.008386,0.133123,16.249286,13.920000,0.139200,0.133123,0.006077,,,,0.123991,0,0,0.006636,0.105338,1.263772,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2018-02-28,10492.849609,-0.005822,13.810000,,,,,-45831.000000,-13773.133300,21347.966000,-1.501700,0.008266,0.131224,16.247500,13.810000,0.138100,0.131224,0.006876,,,,-0.197059,0,1,0.006609,0.104909,1.250837,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2018-03-01,10458.349609,-0.003288,14.070000,,,,,-20689.000000,-13410.233300,21126.279000,-0.344500,0.008247,0.130912,16.251429,14.070000,0.140700,0.130912,0.009788,,,,-0.045099,0,0,0.006601,0.104793,1.249244,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2018-03-05,10358.849609,-0.009514,15.400000,,,,,-44664.000000,-14458.533300,21761.905300,-1.388000,0.008214,0.130390,16.335926,15.400000,0.154000,0.130390,0.023610,,,,-0.180981,0,1,0.006706,0.106448,1.224922,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2018-03-06,10249.250000,-0.010580,16.250000,,,,,6628.000000,-14690.200000,21488.424900,0.992100,0.007957,0.126310,16.336667,16.250000,0.162500,0.126310,0.036190,,,,0.125312,0,0,0.006797,0.107903,1.170590,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2018-03-07,10154.200195,-0.009274,15.700000,,,,,-41202.000000,-15483.066700,22024.599200,-1.167700,0.008025,0.127392,16.250000,15.700000,0.157000,0.127392,0.029608,,,,-0.148756,0,1,0.006775,0.107555,1.184436,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2018-03-08,10242.650391,0.008711,14.590000,,,,,-20103.000000,-15685.766700,22038.667100,-0.200400,0.008343,0.132441,16.141852,14.590000,0.145900,0.132441,0.013459,,,,-0.026541,0,0,0.006844,0.108642,1.219059,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2018-03-09,10226.849609,-0.001543,14.530000,,,,,-20536.000000,-15902.900000,22053.793800,-0.210100,0.008191,0.130024,16.084286,14.530000,0.145300,0.130024,0.015276,,,,-0.027318,0,0,0.006838,0.108546,1.197870,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2018-03-12,10421.400391,0.019024,14.490000,,,,,-46158.000000,-16760.966700,22725.983500,-1.293500,0.009052,0.143691,15.962857,14.490000,0.144900,0.143691,0.001209,,,,-0.185864,0,1,0.007150,0.113498,1.266024,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2018-03-13,10426.849609,0.000523,14.460000,,,,,-51692.000000,-17910.600000,23604.479000,-1.431100,0.009014,0.143085,15.892857,14.460000,0.144600,0.143085,0.001515,,,,-0.204769,0,1,0.007070,0.112230,1.274923,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2018-03-14,10410.900391,-0.001530,14.360000,,,,,-62625.000000,-18273.500000,24218.192900,-1.831300,0.009014,0.143093,15.836786,14.360000,0.143600,0.143093,0.000507,,,,-0.262046,0,1,0.007054,0.111975,1.277897,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
