,adj_close,return,india_vix,1Y,3Y,5Y,10Y,net_laf,net_laf_ma30,net_laf_sd30,liquidity_z_30d,rv_30d,rv_30d_ann,vix_30d,vix_pct,vix_ann_est,rv_30d_ann_filled,vix_minus_rv,yield_slope_10y_1y,yield_curvature,yield_5y_3y,vol_liq_interaction,high_vol_flag,liquidity_stress_flag,rv_90d,rv_90d_ann,vol_cluster_ratio,pred_2,pred_3,pred_4,regime_ensemble,regime_hmm_2,regime_hmm_3,regime_hmm_4
2021-08-16,16563.050781,0.002054,13.460000,,,,,-59809.000000,-514628.566700,171543.754200,2.651300,0.006043,0.095925,12.756207,13.460000,0.134600,0.095925,0.038675,,,,0.254326,0,1,0.007027,0.111552,0.859911,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-08-17,16614.599609,0.003112,13.410000,,,,,-631453.000000,-520402.066700,172492.849400,-0.643800,0.006028,0.095695,12.795172,13.410000,0.134100,0.095695,0.038405,,,,-0.061608,0,0,0.006910,0.109685,0.872448,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-08-18,16568.849609,-0.002754,12.910000,,,,,-583509.000000,-525046.866700,172245.102000,-0.339400,0.006069,0.096338,12.819310,12.910000,0.129100,0.096338,0.032762,,,,-0.032697,0,0,0.006885,0.109298,0.881427,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-08-20,16450.500000,-0.007143,14.020000,,,,,-539812.000000,-515589.000000,191128.152200,-0.126700,0.005985,0.095005,12.831429,14.020000,0.140200,0.095005,0.045195,,,,-0.012037,0,0,0.006975,0.110728,0.858007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-08-23,16496.449219,0.002793,13.690000,,,,,-558482.000000,-519221.766700,190864.201400,-0.205700,0.005980,0.094936,12.856429,13.690000,0.136900,0.094936,0.041964,,,,-0.019528,0,0,0.006659,0.105704,0.898133,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-08-24,16624.599609,0.007768,13.190000,,,,,-576890.000000,-523066.866700,190823.958100,-0.282100,0.005985,0.095016,12.876786,13.190000,0.131900,0.095016,0.036884,,,,-0.026804,0,0,0.006658,0.105697,0.898939,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-08-25,16634.650391,0.000605,13.500000,,,,,-572484.000000,-526962.600000,190592.207700,-0.238800,0.005987,0.095046,12.909286,13.500000,0.135000,0.095046,0.039954,,,,-0.022697,0,0,0.006621,0.105100,0.904339,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-08-26,16636.900391,0.000135,13.540000,,,,,-596384.000000,-529859.800000,190977.319100,-0.348300,0.005971,0.094782,12.954643,13.540000,0.135400,0.094782,0.040618,,,,-0.033013,0,0,0.006592,0.104640,0.905798,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-08-27,16705.199219,0.004105,13.410000,,,,,-829308.000000,-535294.700000,197211.207300,-1.490900,0.005980,0.094934,13.015357,13.410000,0.134100,0.094934,0.039166,,,,-0.141537,0,1,0.006562,0.104175,0.911293,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-08-30,16931.050781,0.013520,13.320000,,,,,-553489.000000,-537741.733300,196957.728500,-0.080000,0.005863,0.093072,13.038214,13.320000,0.133200,0.093072,0.040128,,,,-0.007446,0,0,0.006624,0.105153,0.885107,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-08-31,17132.199219,0.011880,14.520000,,,,,-638118.000000,-544794.433300,196626.264000,-0.474600,0.005761,0.091446,13.085000,14.520000,0.145200,0.091446,0.053754,,,,-0.043400,0,0,0.006629,0.105230,0.869005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-09-01,17076.250000,-0.003266,14.190000,,,,,-662871.000000,-566886.933300,168543.259400,-0.569500,0.005786,0.091856,13.123103,14.190000,0.141900,0.091856,0.050044,,,,-0.052312,0,0,0.006508,0.103307,0.889154,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-09-02,17234.150391,0.009247,14.240000,,,,,-714212.000000,-575852.533300,169002.580200,-0.818700,0.005640,0.089525,13.204138,14.240000,0.142400,0.089525,0.052875,,,,-0.073294,0,0,0.006559,0.104119,0.859831,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-09-03,17323.599609,0.005190,14.540000,,,,,-683539.000000,-584223.900000,167867.873900,-0.591600,0.005651,0.089712,13.300000,14.540000,0.145400,0.089712,0.055688,,,,-0.053074,0,0,0.006222,0.098766,0.908323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-09-06,17377.800781,0.003129,15.110000,,,,,-684193.000000,-591821.666700,167032.554000,-0.553000,0.005567,0.088370,13.391724,15.110000,0.151100,0.088370,0.062730,,,,-0.048868,0,0,0.006220,0.098740,0.894977,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-09-07,17362.099609,-0.000904,14.900000,,,,,-677651.000000,-599044.233300,165860.031100,-0.473900,0.005403,0.085775,13.449310,14.900000,0.149000,0.085775,0.063225,,,,-0.040649,0,0,0.006104,0.096906,0.885142,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-09-08,17353.500000,-0.000495,14.410000,,,,,-596138.000000,-603218.633300,164090.305100,0.043200,0.005344,0.084826,13.474138,14.410000,0.144100,0.084826,0.059274,,,,0.003664,0,0,0.006072,0.096396,0.879971,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-09-09,17369.250000,0.000908,13.940000,,,,,-831123.000000,-613931.700000,168215.849400,-1.291100,0.005361,0.085100,13.508276,13.940000,0.139400,0.085100,0.054300,,,,-0.109872,0,1,0.006046,0.095975,0.886681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-09-13,17355.300781,-0.000803,14.030000,,,,,-540509.000000,-587552.266700,193243.371700,0.243400,0.005385,0.085491,13.577143,14.030000,0.140300,0.085491,0.054809,,,,0.020808,0,0,0.006028,0.095691,0.893399,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-09-14,17380.000000,0.001423,13.580000,,,,,-597908.000000,-585639.800000,192833.429900,-0.063600,0.004824,0.076578,13.571071,13.580000,0.135800,0.076578,0.059222,,,,-0.004870,0,0,0.005966,0.094714,0.808518,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-09-15,17519.449219,0.008024,13.730000,,,,,-450504.000000,-578875.566700,193929.476200,0.661900,0.004827,0.076633,13.589643,13.730000,0.137300,0.076633,0.060667,,,,0.050723,0,0,0.005851,0.092888,0.824997,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-09-16,17629.500000,0.006282,14.410000,,,,,-375739.000000,-568767.100000,196418.460900,0.982700,0.004874,0.077368,13.644643,14.410000,0.144100,0.077368,0.066732,,,,0.076030,0,0,0.005835,0.092626,0.835277,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-09-17,17585.150391,-0.002516,15.230000,,,,,-319744.000000,-559290.933300,201451.740900,1.189100,0.004832,0.076700,13.738214,15.230000,0.152300,0.076700,0.075600,,,,0.091204,0,1,0.005845,0.092783,0.826661,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-09-20,17396.900391,-0.010705,17.490000,,,,,-323702.000000,-549073.000000,205463.102100,1.096900,0.005466,0.086766,13.912500,17.490000,0.174900,0.086766,0.088134,,,,0.095174,0,1,0.005786,0.091854,0.944609,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-09-21,17562.000000,0.009490,16.520000,,,,,-427403.000000,-541543.533300,205651.173400,0.555000,0.005620,0.089218,14.048571,16.520000,0.165200,0.089218,0.075982,,,,0.049516,0,0,0.005732,0.091000,0.980409,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-09-22,17546.650391,-0.000874,16.490000,,,,,-287271.000000,-529661.466700,209799.253600,1.155300,0.005641,0.089541,14.183571,16.490000,0.164900,0.089541,0.075359,,,,0.103447,0,1,0.005691,0.090337,0.991188,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-09-23,17822.949219,0.015747,16.600000,,,,,-342541.000000,-519734.100000,211420.398300,0.838100,0.006146,0.097564,14.334643,16.600000,0.166000,0.097564,0.068436,,,,0.081768,0,0,0.005779,0.091736,1.063537,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-09-24,17853.199219,0.001697,16.920000,,,,,-742822.000000,-517525.600000,208621.215300,-1.079900,0.005995,0.095167,14.475000,16.920000,0.169200,0.095167,0.074033,,,,-0.102771,0,1,0.005512,0.087508,1.087526,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-09-27,17855.099609,0.000106,18.049999,,,,,-326315.000000,-526409.133300,193591.377900,1.033600,0.006015,0.095483,14.638928,18.049999,0.180500,0.095483,0.085017,,,,0.098691,0,1,0.005516,0.087557,1.090520,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-09-28,17748.599609,-0.005965,18.540001,,,,,-499903.000000,-522024.133300,192617.410700,0.114800,0.006233,0.098941,14.822143,18.540001,0.185400,0.098941,0.086459,,,,0.011358,0,0,0.005578,0.088547,1.117376,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-09-29,17711.300781,-0.002102,18.840000,,,,,-288805.000000,-512200.666700,196842.165100,1.134900,0.006214,0.098644,15.033928,18.840000,0.188400,0.098644,0.089756,,,,0.111951,0,1,0.005573,0.088476,1.114920,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-09-30,17618.150391,-0.005259,18.400000,,,,,-362397.000000,-522240.066700,180008.398400,0.888000,0.006266,0.099465,15.150000,18.400000,0.184000,0.099465,0.084535,,,,0.088325,0,0,0.005623,0.089256,1.114383,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-10-01,17532.050781,-0.004887,17.209999,,,,,-392779.000000,-517338.966700,181508.853500,0.686200,0.006159,0.097778,15.260000,17.209999,0.172100,0.097778,0.074322,,,,0.067095,0,0,0.005641,0.089551,1.091872,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-10-04,17691.250000,0.009080,16.740000,,,,,-405789.000000,-512249.200000,182453.766200,0.583500,0.006290,0.099847,15.365172,16.740000,0.167400,0.099847,0.067553,,,,0.058261,0,0,0.005634,0.089435,1.116417,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-10-05,17822.300781,0.007408,16.400000,,,,,-620577.000000,-513705.433300,183160.452300,-0.583500,0.006279,0.099679,15.475862,16.400000,0.164000,0.099679,0.064321,,,,-0.058163,0,0,0.005665,0.089934,1.108358,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-10-06,17646.000000,-0.009892,17.330000,,,,,-363376.000000,-506735.166700,184817.829000,0.775700,0.006678,0.106002,15.607931,17.330000,0.173300,0.106002,0.067298,,,,0.082226,0,0,0.005795,0.091995,1.152262,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-10-07,17790.349609,0.008180,16.160000,,,,,-338583.000000,-498141.800000,186491.575800,0.855600,0.006761,0.107333,15.698276,16.160000,0.161600,0.107333,0.054267,,,,0.091834,0,0,0.005806,0.092166,1.164565,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-10-08,17895.199219,0.005894,15.650000,,,,,-661107.000000,-492535.100000,178551.420100,-0.944100,0.006786,0.107727,15.775517,15.650000,0.156500,0.107727,0.048773,,,,-0.101705,0,0,0.005817,0.092349,1.166522,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-10-11,17945.949219,0.002836,16.090000,,,,,-263384.000000,-482864.933300,182938.388300,1.199800,0.006442,0.102265,15.871034,16.090000,0.160900,0.102265,0.058635,,,,0.122697,0,1,0.005806,0.092162,1.109613,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-10-12,17991.949219,0.002563,15.850000,,,,,-471531.000000,-477312.033300,180576.382400,0.032000,0.006159,0.097777,15.916896,15.850000,0.158500,0.097777,0.060723,,,,0.003129,0,0,0.005802,0.092097,1.061668,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-10-13,18161.750000,0.009438,16.100000,,,,,-264728.000000,-464040.600000,181098.466200,1.100600,0.006244,0.099123,15.982758,16.100000,0.161000,0.099123,0.061877,,,,0.109094,0,1,0.005793,0.091966,1.077814,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-10-14,18338.550781,0.009735,15.770000,,,,,-207795.000000,-447160.033300,180576.705600,1.325600,0.006265,0.099447,16.035517,15.770000,0.157700,0.099447,0.058253,,,,0.131827,0,1,0.005834,0.092612,1.073803,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-10-18,18477.050781,0.007552,17.180000,,,,,-200498.000000,-408269.866700,190146.848400,1.092700,0.006434,0.102138,16.162857,17.180000,0.171800,0.102138,0.069662,,,,0.111606,0,1,0.005896,0.093593,1.091302,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-10-19,18418.750000,-0.003155,17.379999,,,,,-40606.000000,-387035.033300,194546.499600,1.780700,0.006488,0.102999,16.251428,17.379999,0.173800,0.102999,0.070801,,,,0.183411,0,1,0.005917,0.093926,1.096597,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-10-20,18266.599609,-0.008261,18.309999,,,,,-405667.000000,-380686.000000,190554.152600,-0.131100,0.006765,0.107389,16.390714,18.309999,0.183100,0.107389,0.075711,,,,-0.014079,0,0,0.005950,0.094455,1.136933,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-10-21,18178.099609,-0.004845,18.040001,,,,,-166560.000000,-358533.900000,174321.408900,1.101300,0.006881,0.109234,16.537143,18.040001,0.180400,0.109234,0.071166,,,,0.120299,0,1,0.005950,0.094458,1.156422,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-10-22,18114.900391,-0.003477,17.549999,,,,,-569762.000000,-375294.466700,169422.587300,-1.147800,0.006824,0.108325,16.572069,17.549999,0.175500,0.108325,0.067175,,,,-0.124335,0,1,0.005972,0.094803,1.142634,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-10-25,18125.400391,0.000580,17.610001,,,,,-136744.000000,-361835.633300,171865.289800,1.309700,0.006812,0.108140,16.695517,17.610001,0.176100,0.108140,0.067960,,,,0.141631,0,1,0.005968,0.094735,1.141499,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-10-26,18268.400391,0.007889,16.750000,,,,,-376787.000000,-354464.933300,166034.502200,-0.134400,0.006914,0.109755,16.804828,16.750000,0.167500,0.109755,0.057745,,,,-0.014751,0,0,0.006005,0.095334,1.151269,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-10-27,18210.949219,-0.003145,16.830000,,,,,-179317.000000,-345425.366700,167996.110900,0.988800,0.006862,0.108939,16.911724,16.830000,0.168300,0.108939,0.059361,,,,0.107718,0,0,0.005978,0.094903,1.147899,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2021-10-28,17857.250000,-0.019422,17.910000,,,,,-199762.000000,-339559.466700,169961.937100,0.822500,0.007800,0.123818,17.032414,17.910000,0.179100,0.123818,0.055282,,,,0.101841,0,0,0.006376,0.101208,1.223405,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2021-10-29,17671.650391,-0.010394,17.430000,,,,,-186785.000000,-335127.500000,172215.067700,0.861400,0.008041,0.127648,17.108276,17.430000,0.174300,0.127648,0.046652,,,,0.109956,0,0,0.006493,0.103079,1.238354,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2021-11-01,17929.650391,0.014600,17.240000,,,,,-278554.000000,-333622.566700,172515.359700,0.319200,0.008187,0.129965,17.099655,17.240000,0.172400,0.129965,0.042435,,,,0.041485,0,0,0.006634,0.105307,1.234157,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2021-11-02,17888.949219,-0.002270,17.059999,,,,,-449980.000000,-334375.133300,172987.165400,-0.668300,0.008045,0.127714,17.118276,17.059999,0.170600,0.127714,0.042886,,,,-0.085351,0,0,0.006618,0.105051,1.215734,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2021-11-03,17829.199219,-0.003340,16.129999,,,,,-596182.000000,-344672.166700,179170.059100,-1.403700,0.008075,0.128188,17.105862,16.129999,0.161300,0.128188,0.033112,,,,-0.179938,0,1,0.006629,0.105236,1.218104,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2021-11-04,17916.800781,0.004913,15.750000,,,,,-10105.000000,-333590.966700,189300.185700,1.708900,0.007584,0.120395,17.076552,15.750000,0.157500,0.120395,0.037105,,,,0.205744,0,1,0.006624,0.105152,1.144963,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2021-11-08,18068.550781,0.008470,16.340000,,,,,-255955.000000,-307614.433300,180734.733500,0.285800,0.007876,0.125029,17.021071,16.340000,0.163400,0.125029,0.038371,,,,0.035733,0,0,0.006677,0.105994,1.179583,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2021-11-09,18044.250000,-0.001345,16.000000,,,,,-414709.000000,-304774.633300,178261.595100,-0.616700,0.007785,0.123575,16.930357,16.000000,0.160000,0.123575,0.036425,,,,-0.076209,0,0,0.006679,0.106020,1.165583,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2021-11-10,18017.199219,-0.001499,16.309999,,,,,-251909.000000,-303544.766700,178502.686200,0.289300,0.007778,0.123464,16.840000,16.309999,0.163100,0.123464,0.039636,,,,0.035718,0,0,0.006682,0.106073,1.163956,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2021-11-11,17873.599609,-0.007970,16.350000,,,,,-246466.000000,-299680.400000,178439.544600,0.298200,0.007870,0.124933,16.766786,16.350000,0.163500,0.124933,0.038567,,,,0.037255,0,0,0.006653,0.105611,1.182952,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2021-11-12,18102.750000,0.012821,15.220000,,,,,-243536.000000,-294705.633300,177833.887700,0.287700,0.008125,0.128977,16.695714,15.220000,0.152200,0.128977,0.023223,,,,0.037107,0,0,0.006750,0.107151,1.203695,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2021-11-15,18109.449219,0.000370,15.470000,,,,,-249910.000000,-289509.666700,176750.266900,0.224000,0.007976,0.126620,16.650357,15.470000,0.154700,0.126620,0.028080,,,,0.028363,0,0,0.006749,0.107143,1.181789,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2021-11-16,17999.199219,-0.006088,15.200000,,,,,-451724.000000,-283881.233300,168332.243500,-0.997100,0.007974,0.126585,16.607500,15.200000,0.152000,0.126585,0.025415,,,,-0.126218,0,0,0.006770,0.107472,1.177847,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2021-11-17,17898.650391,-0.005586,14.980000,,,,,-237466.000000,-279684.233300,167850.825900,0.251500,0.007808,0.123955,16.523571,14.980000,0.149800,0.123955,0.025845,,,,0.031175,0,0,0.006813,0.108152,1.146111,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2021-11-18,17764.800781,-0.007478,14.860000,,,,,-540455.000000,-286413.300000,174219.145700,-1.458200,0.007801,0.123844,16.477143,14.860000,0.148600,0.123844,0.024756,,,,-0.180590,0,1,0.006873,0.109108,1.135067,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2021-11-22,17416.550781,-0.019603,17.520000,,,,,-117745.000000,-260835.700000,167035.053000,0.856700,0.008669,0.137611,16.560741,17.520000,0.175200,0.137611,0.037589,,,,0.117891,0,0,0.007162,0.113699,1.210309,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2021-11-23,17503.349609,0.004984,18.020000,,,,,-304887.000000,-255280.900000,162495.930200,-0.305300,0.008720,0.138427,16.641111,18.020000,0.180200,0.138427,0.041773,,,,-0.042262,0,0,0.007106,0.112811,1.227065,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2021-11-24,17415.050781,-0.005045,17.100000,,,,,-178174.000000,-252395.766700,163089.715000,0.455100,0.008497,0.134886,16.678148,17.100000,0.171000,0.134886,0.036114,,,,0.061387,0,0,0.007098,0.112681,1.197064,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2021-11-25,17536.250000,0.006959,16.660000,,,,,-191972.000000,-251868.333300,163264.420200,0.366900,0.008372,0.132894,16.711111,16.660000,0.166600,0.132894,0.033706,,,,0.048759,0,0,0.007023,0.111491,1.191965,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000
2021-11-26,17026.449219,-0.029071,20.799999,,,,,-196609.000000,-258404.333300,156646.253200,0.394500,0.009716,0.154233,16.857143,20.799999,0.208000,0.154233,0.053767,,,,0.060845,0,0,0.007754,0.123083,1.253082,0.000000,1.000000,2.000000,2.000000,0.000000,1.000000,2.000000
2021-11-29,17053.949219,0.001615,20.830000,,,,,-182400.000000,-257801.066700,156911.572700,0.480500,0.009549,0.151591,16.987500,20.830000,0.208300,0.151591,0.056709,,,,0.072839,0,0,0.007748,0.122988,1.232562,0.000000,1.000000,2.000000,2.000000,0.000000,1.000000,2.000000
2021-11-30,16983.199219,-0.004149,21.170000,,,,,-435921.000000,-270978.233300,154625.229900,-1.066700,0.009552,0.151641,17.122857,21.170000,0.211700,0.151641,0.060059,,,,-0.161755,0,1,0.007741,0.122885,1.234012,0.000000,1.000000,2.000000,2.000000,0.000000,1.000000,2.000000
2021-12-01,17166.900391,0.010817,19.450001,,,,,-243072.000000,-265558.400000,152577.436100,0.147400,0.009829,0.156024,17.163571,19.450001,0.194500,0.156024,0.038476,,,,0.022998,0,0,0.007806,0.123920,1.259070,0.000000,1.000000,2.000000,2.000000,0.000000,1.000000,2.000000
2021-12-02,17401.650391,0.013675,18.090000,,,,,-268334.000000,-268950.866700,151427.472400,0.004100,0.010256,0.162803,17.165357,18.090000,0.180900,0.162803,0.018097,,,,0.000667,0,0,0.007917,0.125684,1.295343,0.000000,1.000000,2.000000,2.000000,0.000000,1.000000,2.000000
2021-12-03,17196.699219,-0.011778,18.450001,,,,,-697409.000000,-273205.766700,161621.525900,-2.624700,0.010433,0.165621,17.197500,18.450001,0.184500,0.165621,0.018879,,,,-0.434706,1,1,0.008038,0.127602,1.297951,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2021-12-06,16912.250000,-0.016541,20.080000,,,,,-220924.000000,-276011.766700,159892.137300,0.344500,0.010784,0.171192,17.285714,20.080000,0.200800,0.171192,0.029608,,,,0.058976,1,0,0.008227,0.130599,1.310820,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2021-12-07,17176.699219,0.015637,18.459999,,,,,-430047.000000,-277787.100000,161338.797800,-0.943700,0.011151,0.177023,17.346786,18.459999,0.184600,0.177023,0.007577,,,,-0.167056,1,0,0.008231,0.130659,1.354846,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2021-12-08,17469.750000,0.017061,17.270000,,,,,-212750.000000,-278901.533300,160749.561900,0.411500,0.011723,0.186096,17.362500,17.270000,0.172700,0.186096,-0.013396,,,,0.076579,1,0,0.008383,0.133082,1.398362,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2021-12-09,17516.849609,0.002696,16.600000,,,,,-219605.000000,-279562.966700,160453.249800,0.373700,0.011198,0.177766,17.315714,16.600000,0.166000,0.177766,-0.011766,,,,0.066431,1,0,0.008384,0.133099,1.335588,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2021-12-10,17511.300781,-0.000317,16.059999,,,,,-205835.000000,-280197.966700,160110.746300,0.464400,0.011033,0.175149,17.266786,16.059999,0.160600,0.175149,-0.014549,,,,0.081339,1,0,0.008372,0.132901,1.317894,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2021-12-13,17368.250000,-0.008169,16.570000,,,,,-211897.000000,-277976.066700,160596.119600,0.411500,0.010732,0.170366,17.242857,16.570000,0.165700,0.170366,-0.004666,,,,0.070106,1,0,0.008430,0.133818,1.273119,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2021-12-14,17324.900391,-0.002496,16.950001,,,,,-410218.000000,-276650.666700,159286.357900,-0.838500,0.010733,0.170382,17.238929,16.950001,0.169500,0.170382,-0.000882,,,,-0.142865,1,0,0.008437,0.133935,1.272122,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2021-12-15,17221.400391,-0.005974,17.219999,,,,,-168002.000000,-262378.000000,148484.895300,0.635600,0.010765,0.170890,17.277857,17.219999,0.172200,0.170890,0.001310,,,,0.108617,1,0,0.008469,0.134434,1.271178,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2021-12-16,17248.400391,0.001568,15.900000,,,,,-86443.000000,-264922.600000,144616.301800,1.234200,0.010713,0.170069,17.283214,15.900000,0.159000,0.170069,-0.011069,,,,0.209899,1,1,0.008456,0.134230,1.266997,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2021-12-17,16985.199219,-0.015259,16.340000,,,,,-481478.000000,-279842.333300,143038.787300,-1.409700,0.010835,0.171998,17.250690,16.340000,0.163400,0.171998,-0.008598,,,,-0.242466,1,1,0.008566,0.135975,1.264928,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2021-12-20,16614.199219,-0.021843,18.969999,,,,,-178552.000000,-277262.233300,144178.070600,0.684600,0.011264,0.178812,17.341379,18.969999,0.189700,0.178812,0.010888,,,,0.122415,1,0,0.008895,0.141205,1.266335,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2021-12-21,16770.849609,0.009429,17.540001,,,,,-268523.000000,-272389.366700,141823.661800,0.027300,0.011490,0.182401,17.394483,17.540001,0.175400,0.182401,-0.007001,,,,0.004980,1,0,0.008947,0.142029,1.284254,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2021-12-22,16955.449219,0.011007,16.580000,,,,,-114332.000000,-267803.466700,144703.782100,1.060600,0.011759,0.186667,17.403793,16.580000,0.165800,0.186667,-0.020867,,,,0.197979,1,1,0.009018,0.143156,1.303938,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2021-12-23,17072.599609,0.006909,15.830000,,,,,-227343.000000,-267166.033300,144843.069000,0.274900,0.011815,0.187553,17.385862,15.830000,0.158300,0.187553,-0.029253,,,,0.051558,1,0,0.008993,0.142759,1.313774,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2021-12-24,17003.750000,-0.004033,16.150000,,,,,-88017.000000,-261982.066700,148455.928300,1.171800,0.011495,0.182473,17.417931,16.150000,0.161500,0.182473,-0.020973,,,,0.213822,1,1,0.008969,0.142372,1.281669,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
2021-12-27,17086.250000,0.004852,17.120001,,,,,-222178.000000,-261057.666700,148619.940000,0.261600,0.011559,0.183493,17.474828,17.120001,0.171200,0.183493,-0.012293,,,,0.048002,1,0,0.008978,0.142517,1.287521,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,2.000000
